timestamp,ear,mouth_distance,yawn_detected,drowsy_detected,attention_status,fatigue_score,blink_count,head_pitch,head_yaw
2026-06-09 11:48:23,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:24,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:25,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:26,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:27,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:28,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:29,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:30,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:31,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:32,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:33,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:34,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:35,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:36,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:37,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:38,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:39,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:40,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:41,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:42,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:43,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:44,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:45,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:47,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:48,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:49,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:50,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:51,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:52,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:53,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:54,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:55,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:56,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:57,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:58,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:48:59,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:00,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:01,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:02,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:03,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:04,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:05,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:06,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:07,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:08,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:09,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:10,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:11,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:12,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:13,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:14,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:16,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:17,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:18,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:19,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:20,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:21,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:22,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:23,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:24,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:25,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:26,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:27,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:28,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:29,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:30,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:31,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:32,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:33,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:34,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:35,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:36,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:37,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:38,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:40,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:41,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:49:42,0.000,0.00,0,0,LOOKING LEFT,100.0,75,0.0,0.0
2026-06-09 11:55:50,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:51,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:52,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:53,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:54,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:55,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:56,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:57,0.000,0.00,0,0,LOOKING CENTER,0.0,0,0.0,0.0
2026-06-09 11:55:58,0.314,1.00,0,0,LOOKING LEFT,0.0,0,63623.4,3666.1
2026-06-09 11:55:59,0.310,1.00,0,0,LOOKING LEFT,0.0,0,-64751.2,3082.8
2026-06-09 11:56:00,0.329,0.00,0,0,LOOKING LEFT,1.0,0,64118.4,3496.4
2026-06-09 11:56:01,0.326,0.00,0,0,LOOKING LEFT,29.4,0,64368.1,2325.6
2026-06-09 11:56:02,0.297,1.00,0,0,LOOKING LEFT,54.9,0,63791.8,-736.3
2026-06-09 11:56:03,0.292,0.00,0,0,LOOKING LEFT,68.6,0,64534.1,-980.7
2026-06-09 11:56:04,0.319,1.00,0,0,LOOKING LEFT,96.1,0,64305.6,-943.8
2026-06-09 11:56:06,0.295,0.00,0,0,LOOKING LEFT,100.0,0,-64767.5,-1392.6
2026-06-09 11:56:07,0.302,0.00,0,0,LOOKING LEFT,100.0,0,64173.9,-1385.1
2026-06-09 11:56:08,0.288,0.00,0,0,LOOKING LEFT,100.0,0,64255.4,134.6
2026-06-09 11:56:09,0.238,0.00,0,0,LOOKING LEFT,100.0,0,64722.6,2589.0
2026-06-09 11:56:10,0.228,1.00,0,0,LOOKING LEFT,100.0,1,62073.0,1264.7
2026-06-09 11:56:11,0.324,1.00,0,0,LOOKING LEFT,100.0,1,62693.7,2372.4
2026-06-09 11:56:12,0.312,1.00,0,0,LOOKING LEFT,100.0,1,62433.2,2872.7
2026-06-09 11:56:13,0.290,0.00,0,0,LOOKING LEFT,100.0,1,62512.0,3164.3
2026-06-09 11:56:14,0.304,0.00,0,0,LOOKING LEFT,100.0,1,62379.6,2860.2
2026-06-09 11:56:15,0.323,1.00,0,0,LOOKING LEFT,100.0,1,61553.8,3527.6
2026-06-09 11:56:16,0.315,0.00,0,0,LOOKING LEFT,100.0,1,62003.7,1857.6
2026-06-09 11:56:18,0.328,1.00,0,0,LOOKING LEFT,100.0,1,62314.8,3133.6
2026-06-09 11:56:19,0.305,0.00,0,0,LOOKING LEFT,100.0,1,63170.2,426.5
2026-06-09 11:56:20,0.304,0.00,0,0,LOOKING LEFT,100.0,1,62132.2,-2106.9
2026-06-09 11:56:21,0.275,1.00,0,0,LOOKING LEFT,100.0,1,62779.0,-493.7
